,Announced,Financial Year,Subject,EX Date,Payment Date,Amount,Indicator,Stock Code,Year
765,18/12/2017,31/1/2018,Interim Dividend,3/1/2018,16/1/2018,0.02,Currency,5184,2018
766,23/11/2022,31/12/2022,Second Interim Dividend,9/12/2022,28/12/2022,0.0052,Currency,7204,2022
767,24/5/2022,31/12/2022,First Interim Dividend,14/6/2022,30/6/2022,0.0078,Currency,7204,2022
768,24/11/2021,31/12/2021,Interim Dividend,9/12/2021,28/12/2021,0.0075,Currency,7204,2021
769,18/5/2021,31/12/2021,Interim Dividend,11/6/2021,30/6/2021,0.0075,Currency,7204,2021
770,24/11/2020,31/12/2020,Interim Dividend,9/12/2020,28/12/2020,0.0065,Currency,7204,2020
771,27/11/2019,31/12/2019,Second interim dividend,11/12/2019,30/12/2019,0.005,Currency,7204,2019
772,17/5/2019,31/12/2019,First Interim Dividend,3/6/2019,28/6/2019,0.005,Currency,7204,2019
773,28/11/2018,31/12/2018,First Interim Dividend,12/12/2018,28/12/2018,0.005,Currency,7204,2018
774,24/3/2022,30/6/2022,Interim Dividend,7/4/2022,20/4/2022,0.006,Currency,4456,2022
775,29/4/2019,31/12/2018,Final Dividend,9/7/2019,31/7/2019,0.005,Currency,4456,2018
776,24/3/2022,30/6/2022,Interim Dividend,7/4/2022,20/4/2022,0.006,Currency,3484,2022
777,29/4/2019,31/12/2018,Final Dividend,9/7/2019,31/7/2019,0.005,Currency,3484,2018
778,24/8/2022,31/12/2022,First Interim Dividend,8/9/2022,26/9/2022,0.0075,Currency,5276,2022
779,25/2/2022,31/12/2021,Second Interim Dividend,17/3/2022,31/3/2022,0.0125,Currency,5276,2021
780,6/9/2021,31/12/2021,First Interim Dividend,21/9/2021,7/10/2021,0.0075,Currency,5276,2021
781,5/3/2021,31/12/2020,Second Interim Dividend,19/3/2021,6/4/2021,0.0125,Currency,5276,2020
782,19/8/2020,31/12/2020,First Interim Dividend,7/9/2020,25/9/2020,0.0075,Currency,5276,2020
783,27/2/2020,31/12/2019,Second Interim Dividend,13/3/2020,31/3/2020,0.01,Currency,5276,2019
784,20/8/2019,31/12/2019,Interim Dividend,4/9/2019,25/9/2019,0.0075,Currency,5276,2019
785,29/4/2019,31/12/2018,Final Dividend,7/6/2019,24/6/2019,0.01,Currency,5276,2018
786,16/8/2018,31/12/2018,Interim Dividend,18/9/2018,28/9/2018,0.0075,Currency,5276,2018
787,1/6/2022,31/3/2022,Fourth Interim Dividend,16/6/2022,1/7/2022,0.0025,Currency,5216,2022
788,28/2/2022,31/3/2022,Third Interim Dividend,14/3/2022,30/3/2022,0.0012,Currency,5216,2022
789,23/12/2021,31/3/2022,Second Interim Dividend,6/1/2022,21/1/2022,0.0012,Currency,5216,2022
790,1/9/2021,31/3/2022,First Interim Dividend,15/9/2021,29/9/2021,0.001,Currency,5216,2022
791,2/6/2021,31/3/2021,Fourth Interim Dividend,17/6/2021,30/6/2021,0.0005,Currency,5216,2021
792,1/3/2021,31/3/2021,Third Interim Dividend,15/3/2021,26/3/2021,0.0025,Currency,5216,2021
793,27/11/2020,31/3/2021,Second Interim Dividend,11/12/2020,29/12/2020,0.0025,Currency,5216,2021
794,28/8/2020,31/3/2021,Interim Dividend,14/9/2020,1/10/2020,0.005,Currency,5216,2021
795,26/6/2020,31/3/2020,Interim Dividend,10/7/2020,27/7/2020,0.005,Currency,5216,2020
796,27/2/2020,31/3/2020,Interim Dividend,12/3/2020,27/3/2020,0.01,Currency,5216,2020
797,13/12/2019,31/3/2020,Interim Dividend,30/12/2019,13/1/2020,0.0075,Currency,5216,2020
798,18/9/2019,31/3/2020,Interim Dividend,2/10/2019,18/10/2019,0.0075,Currency,5216,2020
799,26/7/2019,31/3/2019,Interim Dividend,9/8/2019,30/8/2019,0.005,Currency,5216,2019
800,29/4/2019,31/3/2019,Interim Dividend,9/5/2019,27/5/2019,0.005,Currency,5216,2019
801,10/12/2018,31/3/2019,Interim Dividend,21/12/2018,8/1/2019,0.005,Currency,5216,2019
802,24/10/2018,31/3/2019,Interim Dividend,8/11/2018,23/11/2018,0.01,Currency,5216,2019
803,5/6/2018,31/3/2018,Interim Dividend,19/6/2018,6/7/2018,0.01,Currency,5216,2018
804,28/2/2018,31/3/2018,Interim Dividend,13/3/2018,28/3/2018,0.01,Currency,5216,2018
805,7/12/2017,31/3/2018,Second interim dividend,20/12/2017,9/1/2018,0.01,Currency,5216,2018
806,14/9/2017,31/3/2018,First Interim Dividend,28/9/2017,13/10/2017,0.01,Currency,5216,2018
807,17/11/2022,31/12/2022,Interim Dividend,5/12/2022,14/12/2022,0.015,Currency,5141,2022
808,11/11/2021,31/12/2021,Interim Dividend,25/11/2021,10/12/2021,0.015,Currency,5141,2021
809,23/8/2022,31/12/2022,First Interim Dividend,14/9/2022,30/9/2022,0.02,Currency,5132,2022
810,23/2/2022,31/12/2021,Second Interim Dividend,14/3/2022,30/3/2022,0.012,Currency,5132,2021
811,24/8/2021,31/12/2021,First Interim Dividend,14/9/2021,30/9/2021,0.01,Currency,5132,2021
812,29/3/2021,31/12/2020,First Interim Dividend,14/4/2021,27/4/2021,0.01,Currency,5132,2020
813,26/2/2020,31/12/2019,Second Interim Dividend,12/3/2020,26/3/2020,0.03,Currency,5132,2019
814,22/8/2019,31/12/2019,First Interim Dividend,6/9/2019,20/9/2019,0.014,Currency,5132,2019
815,25/2/2019,31/12/2018,Second interim dividend,11/3/2019,22/3/2019,0.0225,Currency,5132,2018
816,21/8/2018,31/12/2018,First Interim Dividend,7/9/2018,25/9/2018,0.0125,Currency,5132,2018
817,17/10/2022,30/6/2022,Final Dividend,30/11/2022,20/12/2022,0.021,Currency,7277,2022
818,17/5/2022,30/6/2022,Interim Dividend,13/6/2022,28/6/2022,0.013,Currency,7277,2022
819,14/10/2021,30/6/2021,Final Dividend,1/12/2021,21/12/2021,0.019,Currency,7277,2021
820,19/5/2021,30/6/2021,Interim Dividend,14/6/2021,29/6/2021,0.012,Currency,7277,2021
821,15/10/2020,30/6/2020,Final Dividend,1/12/2020,17/12/2020,0.019,Currency,7277,2020
822,14/5/2020,30/6/2020,Interim Dividend,10/6/2020,25/6/2020,0.012,Currency,7277,2020
823,11/10/2019,30/6/2019,Final Dividend,27/11/2019,18/12/2019,0.023,Currency,7277,2019
824,14/5/2019,30/6/2019,Interim Dividend,13/6/2019,27/6/2019,0.015,Currency,7277,2019
825,12/10/2018,30/6/2018,Final Dividend,26/11/2018,18/12/2018,0.018,Currency,7277,2018
826,16/5/2018,30/6/2018,Interim Dividend,12/6/2018,28/6/2018,0.014,Currency,7277,2018
827,17/10/2022,30/6/2022,Final Dividend,30/11/2022,20/12/2022,0.021,Currency,6947,2022
828,17/5/2022,30/6/2022,Interim Dividend,13/6/2022,28/6/2022,0.013,Currency,6947,2022
829,14/10/2021,30/6/2021,Final Dividend,1/12/2021,21/12/2021,0.019,Currency,6947,2021
830,19/5/2021,30/6/2021,Interim Dividend,14/6/2021,29/6/2021,0.012,Currency,6947,2021
831,15/10/2020,30/6/2020,Final Dividend,1/12/2020,17/12/2020,0.019,Currency,6947,2020
832,14/5/2020,30/6/2020,Interim Dividend,10/6/2020,25/6/2020,0.012,Currency,6947,2020
833,11/10/2019,30/6/2019,Final Dividend,27/11/2019,18/12/2019,0.023,Currency,6947,2019
834,14/5/2019,30/6/2019,Interim Dividend,13/6/2019,27/6/2019,0.015,Currency,6947,2019
835,12/10/2018,30/6/2018,Final Dividend,26/11/2018,18/12/2018,0.018,Currency,6947,2018
836,16/5/2018,30/6/2018,Interim Dividend,12/6/2018,28/6/2018,0.014,Currency,6947,2018
837,20/5/2020,30/6/2020,Special Dividend,5/6/2020,19/6/2020,0.004,Currency,131,2020
838,22/4/2022,31/12/2021,First and Final Dividend,28/7/2022,19/8/2022,0.03,Currency,7528,2021
839,27/4/2021,31/12/2020,First and Final Dividend,29/7/2021,20/8/2021,0.02,Currency,7528,2020
840,25/6/2020,31/12/2019,First and Final Dividend,29/9/2020,23/10/2020,0.03,Currency,7528,2019
841,3/7/2019,31/12/2018,First and Final Dividend,29/7/2019,16/8/2019,0.03,Currency,7528,2018
842,15/4/2022,31/12/2021,Final Dividend,13/7/2022,28/7/2022,0.11,Currency,5908,2021
843,21/4/2021,31/12/2020,Final Dividend,21/7/2021,5/8/2021,0.1,Currency,5908,2020
844,29/4/2019,31/12/2018,Final Dividend,1/7/2019,16/7/2019,0.1,Currency,5908,2018
845,15/4/2022,31/12/2021,Final Dividend,13/7/2022,28/7/2022,0.11,Currency,7114,2021
846,21/4/2021,31/12/2020,Final Dividend,21/7/2021,5/8/2021,0.1,Currency,7114,2020
847,29/4/2019,31/12/2018,Final Dividend,1/7/2019,16/7/2019,0.1,Currency,7114,2018
848,5/7/2022,31/3/2022,Special Dividend,8/9/2022,22/9/2022,0.01,Currency,7169,2022
849,5/7/2022,31/3/2022,Final Dividend,8/9/2022,22/9/2022,0.01,Currency,7169,2022
850,24/2/2022,31/3/2022,Third Interim Dividend,9/3/2022,25/3/2022,0.01,Currency,7169,2022
851,25/11/2021,31/3/2022,Second Interim Dividend,9/12/2021,24/12/2021,0.01,Currency,7169,2022
852,23/8/2021,31/3/2022,First Interim Dividend,30/9/2021,22/10/2021,0.01,Currency,7169,2022
853,9/7/2021,31/3/2021,Final Dividend,9/9/2021,23/9/2021,0.01,Currency,7169,2021
854,26/2/2021,31/3/2021,Second Interim Dividend,11/3/2021,26/3/2021,0.01,Currency,7169,2021
855,25/11/2020,31/3/2021,First Interim Dividend,9/12/2020,23/12/2020,0.01,Currency,7169,2021
856,29/7/2020,31/3/2020,Final Dividend,9/10/2020,22/10/2020,0.005,Currency,7169,2020
857,25/2/2020,31/3/2020,Third Interim Dividend,10/3/2020,20/3/2020,0.01,Currency,7169,2020
858,27/11/2019,31/3/2020,Second interim dividend,10/12/2019,20/12/2019,0.01,Currency,7169,2020
859,26/8/2019,31/3/2020,First Interim Dividend,30/9/2019,25/10/2019,0.015,Currency,7169,2020
860,9/7/2019,31/3/2019,Final Dividend,6/9/2019,20/9/2019,0.015,Currency,7169,2019
861,27/2/2019,31/3/2019,Interim Dividend,11/3/2019,22/3/2019,0.02,Currency,7169,2019
862,27/11/2018,31/3/2019,Second interim dividend,7/12/2018,21/12/2018,0.02,Currency,7169,2019
863,27/8/2018,31/3/2019,First Interim Dividend,27/9/2018,25/10/2018,0.015,Currency,7169,2019
864,5/7/2018,31/3/2018,Final Dividend,3/9/2018,20/9/2018,0.015,Currency,7169,2018
865,26/2/2018,31/3/2018,Interim Dividend,12/3/2018,22/3/2018,0.02,Currency,7169,2018
866,24/11/2017,31/3/2018,Second interim dividend,8/12/2017,21/12/2017,0.015,Currency,7169,2018
867,28/8/2017,31/3/2018,First Interim Dividend,20/9/2017,25/10/2017,0.02,Currency,7169,2018
868,5/7/2022,31/3/2022,Special Dividend,8/9/2022,22/9/2022,0.01,Currency,205,2022
869,5/7/2022,31/3/2022,Final Dividend,8/9/2022,22/9/2022,0.01,Currency,205,2022
870,24/2/2022,31/3/2022,Third Interim Dividend,9/3/2022,25/3/2022,0.01,Currency,205,2022
871,25/11/2021,31/3/2022,Second Interim Dividend,9/12/2021,24/12/2021,0.01,Currency,205,2022
872,23/8/2021,31/3/2022,First Interim Dividend,30/9/2021,22/10/2021,0.01,Currency,205,2022
873,9/7/2021,31/3/2021,Final Dividend,9/9/2021,23/9/2021,0.01,Currency,205,2021
874,26/2/2021,31/3/2021,Second Interim Dividend,11/3/2021,26/3/2021,0.01,Currency,205,2021
875,25/11/2020,31/3/2021,First Interim Dividend,9/12/2020,23/12/2020,0.01,Currency,205,2021
876,29/7/2020,31/3/2020,Final Dividend,9/10/2020,22/10/2020,0.005,Currency,205,2020
877,25/2/2020,31/3/2020,Third Interim Dividend,10/3/2020,20/3/2020,0.01,Currency,205,2020
878,27/11/2019,31/3/2020,Second interim dividend,10/12/2019,20/12/2019,0.01,Currency,205,2020
879,26/8/2019,31/3/2020,First Interim Dividend,30/9/2019,25/10/2019,0.015,Currency,205,2020
880,9/7/2019,31/3/2019,Final Dividend,6/9/2019,20/9/2019,0.015,Currency,205,2019
881,27/2/2019,31/3/2019,Interim Dividend,11/3/2019,22/3/2019,0.02,Currency,205,2019
882,27/11/2018,31/3/2019,Second interim dividend,7/12/2018,21/12/2018,0.02,Currency,205,2019
883,27/8/2018,31/3/2019,First Interim Dividend,27/9/2018,25/10/2018,0.015,Currency,205,2019
884,5/7/2018,31/3/2018,Final Dividend,3/9/2018,20/9/2018,0.015,Currency,205,2018
885,26/2/2018,31/3/2018,Interim Dividend,12/3/2018,22/3/2018,0.02,Currency,205,2018
886,24/11/2017,31/3/2018,Second interim dividend,8/12/2017,21/12/2017,0.015,Currency,205,2018
887,28/8/2017,31/3/2018,First Interim Dividend,20/9/2017,25/10/2017,0.02,Currency,205,2018
888,5/7/2022,31/3/2022,Special Dividend,8/9/2022,22/9/2022,0.01,Currency,7198,2022
889,5/7/2022,31/3/2022,Final Dividend,8/9/2022,22/9/2022,0.01,Currency,7198,2022
890,24/2/2022,31/3/2022,Third Interim Dividend,9/3/2022,25/3/2022,0.01,Currency,7198,2022
891,25/11/2021,31/3/2022,Second Interim Dividend,9/12/2021,24/12/2021,0.01,Currency,7198,2022
892,23/8/2021,31/3/2022,First Interim Dividend,30/9/2021,22/10/2021,0.01,Currency,7198,2022
893,9/7/2021,31/3/2021,Final Dividend,9/9/2021,23/9/2021,0.01,Currency,7198,2021
894,26/2/2021,31/3/2021,Second Interim Dividend,11/3/2021,26/3/2021,0.01,Currency,7198,2021
895,25/11/2020,31/3/2021,First Interim Dividend,9/12/2020,23/12/2020,0.01,Currency,7198,2021
896,29/7/2020,31/3/2020,Final Dividend,9/10/2020,22/10/2020,0.005,Currency,7198,2020
897,25/2/2020,31/3/2020,Third Interim Dividend,10/3/2020,20/3/2020,0.01,Currency,7198,2020
898,27/11/2019,31/3/2020,Second interim dividend,10/12/2019,20/12/2019,0.01,Currency,7198,2020
899,26/8/2019,31/3/2020,First Interim Dividend,30/9/2019,25/10/2019,0.015,Currency,7198,2020
900,9/7/2019,31/3/2019,Final Dividend,6/9/2019,20/9/2019,0.015,Currency,7198,2019
901,27/2/2019,31/3/2019,Interim Dividend,11/3/2019,22/3/2019,0.02,Currency,7198,2019
902,27/11/2018,31/3/2019,Second interim dividend,7/12/2018,21/12/2018,0.02,Currency,7198,2019
903,27/8/2018,31/3/2019,First Interim Dividend,27/9/2018,25/10/2018,0.015,Currency,7198,2019
904,5/7/2018,31/3/2018,Final Dividend,3/9/2018,20/9/2018,0.015,Currency,7198,2018
905,26/2/2018,31/3/2018,Interim Dividend,12/3/2018,22/3/2018,0.02,Currency,7198,2018
906,24/11/2017,31/3/2018,Second interim dividend,8/12/2017,21/12/2017,0.015,Currency,7198,2018
907,28/8/2017,31/3/2018,First Interim Dividend,20/9/2017,25/10/2017,0.02,Currency,7198,2018
908,28/4/2022,31/12/2021,Final Dividend,29/6/2022,18/7/2022,0.02,Currency,1619,2021
909,28/4/2021,31/12/2020,First and Final Dividend,29/6/2021,23/7/2021,0.02,Currency,1619,2020
910,23/6/2020,31/12/2019,First and Final Dividend,29/7/2020,18/8/2020,0.02,Currency,1619,2019
911,29/7/2019,31/3/2019,First and Final Dividend,26/9/2019,11/10/2019,0.03,Currency,1619,2019
912,30/7/2018,31/3/2018,Final Dividend,7/9/2018,1/10/2018,0.03,Currency,1619,2018
913,2/8/2022,31/12/2022,Interim Dividend,29/8/2022,23/9/2022,0.025,Currency,7233,2022
914,25/3/2022,31/12/2021,Final Dividend,27/5/2022,16/6/2022,0.05,Currency,7233,2021
915,3/8/2021,31/12/2021,Interim Dividend,27/8/2021,24/9/2021,0.02,Currency,7233,2021
916,29/3/2021,31/12/2020,Final Dividend,28/5/2021,16/6/2021,0.0375,Currency,7233,2020
917,4/8/2020,31/12/2020,Interim Dividend,27/8/2020,25/9/2020,0.0125,Currency,7233,2020
918,20/5/2020,31/12/2019,Final Dividend,29/6/2020,15/7/2020,0.06,Currency,7233,2019
919,7/8/2019,31/12/2019,First Interim Dividend,29/8/2019,25/9/2019,0.02,Currency,7233,2019
920,20/8/2018,31/12/2018,Interim Dividend,26/9/2018,12/10/2018,0.025,Currency,7233,2018
921,16/8/2022,31/12/2022,First Interim Dividend,29/8/2022,14/9/2022,0.005,Currency,7148,2022
922,24/3/2022,31/12/2021,Second Interim Dividend (with Dividend Re-Investment Plan),14/4/2022,13/5/2022,0.018,Currency,7148,2021
923,17/8/2021,31/12/2021,First Interim Dividend,30/8/2021,15/9/2021,0.005,Currency,7148,2021
924,8/4/2021,31/12/2020,Second Interim Dividend (with Dividend Re-Investment Plan),21/4/2021,21/5/2021,0.06,Currency,7148,2020
925,13/8/2020,31/12/2020,Interim Dividend,28/8/2020,11/9/2020,0.005,Currency,7148,2020
926,30/6/2020,31/12/2019,Final Dividend (with Dividend Re-Investment Plan),13/7/2020,12/8/2020,0.05,Currency,7148,2019
927,2/10/2019,31/12/2019,Interim Dividend (with Dividend Re-Investment Plan),15/10/2019,14/11/2019,0.01,Currency,7148,2019
928,13/6/2019,31/12/2018,Final Dividend (with Dividend Re-Investment Plan),26/6/2019,26/7/2019,0.04,Currency,7148,2018
929,22/10/2018,31/12/2018,First Interim Dividend,2/11/2018,23/11/2018,0.015,Currency,7148,2018
930,16/6/2021,30/6/2021,Interim Dividend,5/7/2021,29/7/2021,0.01,Currency,3948,2021
931,6/10/2020,30/6/2020,First and Final Dividend,11/11/2020,26/11/2020,0.01,Currency,3948,2020
932,15/4/2019,30/6/2019,Special Dividend,26/4/2019,15/5/2019,0.05,Currency,3948,2019
933,30/5/2018,30/6/2018,Special Dividend,12/6/2018,29/6/2018,0.05,Currency,3948,2018
934,15/11/2022,31/12/2022,Second Interim Dividend,29/11/2022,13/12/2022,0.25,Currency,3026,2022
935,24/5/2022,31/12/2022,First Interim Dividend,8/6/2022,22/6/2022,0.25,Currency,3026,2022
936,25/11/2021,31/12/2021,Second Interim Dividend,9/12/2021,21/12/2021,0.25,Currency,3026,2021
937,24/5/2021,31/12/2021,First Interim Dividend,10/6/2021,22/6/2021,0.25,Currency,3026,2021
938,26/11/2020,31/12/2020,Second Interim Dividend,11/12/2020,24/12/2020,0.4,Currency,3026,2020
939,26/6/2020,31/12/2020,First Interim Dividend,10/7/2020,24/7/2020,0.4,Currency,3026,2020
940,28/11/2019,31/12/2019,Interim Dividend,12/12/2019,24/12/2019,0.5,Currency,3026,2019
941,29/4/2019,31/12/2019,Interim Dividend,10/5/2019,17/5/2019,0.5,Currency,3026,2019
942,27/11/2018,31/12/2018,Interim Dividend,10/12/2018,21/12/2018,0.9,Currency,3026,2018
943,27/2/2018,31/12/2018,Interim Dividend,2/5/2018,25/5/2018,1.1,Currency,3026,2018
944,14/8/2020,31/3/2020,First and Final Dividend,7/9/2020,28/9/2020,0.01,Currency,3417,2020
945,29/7/2019,31/3/2019,First and Final Dividend,11/9/2019,1/10/2019,0.03,Currency,3417,2019
946,13/4/2018,31/12/2018,Special Dividend,25/4/2018,8/5/2018,0.1597,Currency,2143,2018
947,16/12/2022,31/10/2022,Third Interim Dividend,3/1/2023,19/1/2023,0.02,Currency,8206,2022
948,15/9/2022,31/10/2022,Second Interim Dividend,4/10/2022,20/10/2022,0.01,Currency,8206,2022
949,16/6/2022,31/10/2022,First Interim Dividend,6/7/2022,21/7/2022,0.02,Currency,8206,2022
950,27/1/2022,31/10/2021,Second Interim Dividend,14/2/2022,28/2/2022,0.02,Currency,8206,2021
951,24/6/2021,31/10/2021,First Interim Dividend,8/7/2021,23/7/2021,0.02,Currency,8206,2021
952,14/1/2021,31/10/2020,First Interim Dividend,27/1/2021,10/2/2021,0.02,Currency,8206,2020
953,16/12/2022,31/10/2022,Third Interim Dividend,3/1/2023,19/1/2023,0.02,Currency,5283,2022
954,15/9/2022,31/10/2022,Second Interim Dividend,4/10/2022,20/10/2022,0.01,Currency,5283,2022
955,16/6/2022,31/10/2022,First Interim Dividend,6/7/2022,21/7/2022,0.02,Currency,5283,2022
956,27/1/2022,31/10/2021,Second Interim Dividend,14/2/2022,28/2/2022,0.02,Currency,5283,2021
957,24/6/2021,31/10/2021,First Interim Dividend,8/7/2021,23/7/2021,0.02,Currency,5283,2021
958,14/1/2021,31/10/2020,First Interim Dividend,27/1/2021,10/2/2021,0.02,Currency,5283,2020
959,17/1/2022,28/2/2022,Interim Dividend,7/2/2022,28/2/2022,0.005,Currency,239,2022
960,22/4/2022,31/8/2022,Interim Dividend,12/5/2022,27/5/2022,0.005,Currency,227,2022
961,22/4/2022,31/8/2022,Interim Dividend,12/5/2022,27/5/2022,0.005,Currency,5253,2022
962,17/1/2022,30/6/2022,Interim Dividend,4/2/2022,18/2/2022,0.0175,Currency,5036,2022
963,24/2/2021,30/6/2021,Interim Dividend,11/3/2021,26/3/2021,0.0175,Currency,5036,2021
964,24/11/2022,30/9/2022,Interim Dividend,15/12/2022,12/1/2023,0.015,Currency,5208,2022
965,25/5/2022,30/9/2022,Interim Dividend,15/6/2022,7/7/2022,0.0175,Currency,5208,2022
966,25/11/2021,30/9/2021,Interim Dividend,15/12/2021,12/1/2022,0.015,Currency,5208,2021
967,20/5/2021,30/9/2021,Interim Dividend,18/6/2021,9/7/2021,0.015,Currency,5208,2021
968,20/11/2020,30/9/2020,Second Interim Dividend,14/12/2020,8/1/2021,0.03,Currency,5208,2020
969,17/8/2020,30/9/2020,First Interim Dividend,9/9/2020,24/9/2020,0.03,Currency,5208,2020
970,21/1/2020,30/9/2019,Final Dividend,28/2/2020,16/3/2020,0.03,Currency,5208,2019
971,27/8/2019,30/9/2019,First Interim Dividend,11/9/2019,27/9/2019,0.03,Currency,5208,2019
972,13/2/2019,30/9/2018,Final Dividend,15/3/2019,2/4/2019,0.03,Currency,5208,2018
973,20/8/2018,30/9/2018,First Interim Dividend,7/9/2018,28/9/2018,0.02,Currency,5208,2018
974,20/8/2018,30/9/2018,Special Dividend,7/9/2018,28/9/2018,0.02,Currency,5208,2018
975,24/11/2022,30/9/2022,Interim Dividend,15/12/2022,12/1/2023,0.015,Currency,8877,2022
976,25/5/2022,30/9/2022,Interim Dividend,15/6/2022,7/7/2022,0.0175,Currency,8877,2022
977,25/11/2021,30/9/2021,Interim Dividend,15/12/2021,12/1/2022,0.015,Currency,8877,2021
978,20/5/2021,30/9/2021,Interim Dividend,18/6/2021,9/7/2021,0.015,Currency,8877,2021
979,20/11/2020,30/9/2020,Second Interim Dividend,14/12/2020,8/1/2021,0.03,Currency,8877,2020
980,17/8/2020,30/9/2020,First Interim Dividend,9/9/2020,24/9/2020,0.03,Currency,8877,2020
981,21/1/2020,30/9/2019,Final Dividend,28/2/2020,16/3/2020,0.03,Currency,8877,2019
982,27/8/2019,30/9/2019,First Interim Dividend,11/9/2019,27/9/2019,0.03,Currency,8877,2019
983,13/2/2019,30/9/2018,Final Dividend,15/3/2019,2/4/2019,0.03,Currency,8877,2018
984,20/8/2018,30/9/2018,First Interim Dividend,7/9/2018,28/9/2018,0.02,Currency,8877,2018
985,20/8/2018,30/9/2018,Special Dividend,7/9/2018,28/9/2018,0.02,Currency,8877,2018
986,13/6/2018,31/3/2019,Interim Dividend,27/6/2018,20/7/2018,0.05,Currency,9016,2019
987,20/5/2022,31/3/2022,Interim Dividend,2/6/2022,16/6/2022,0.0325,Currency,5228,2022
988,18/11/2021,31/3/2022,Interim Dividend,6/12/2021,16/12/2021,0.02,Currency,5228,2022
989,20/5/2021,31/3/2021,Interim Dividend,8/6/2021,18/6/2021,0.0475,Currency,5228,2021
990,19/11/2020,31/3/2021,Interim Dividend,4/12/2020,18/12/2020,0.025,Currency,5228,2021
991,9/6/2020,31/3/2020,Second Interim Dividend,29/6/2020,16/7/2020,0.0375,Currency,5228,2020
992,19/11/2019,31/3/2020,Interim Dividend,31/12/2019,15/1/2020,0.035,Currency,5228,2020
993,11/6/2019,31/3/2019,Final Dividend,15/8/2019,28/8/2019,0.035,Currency,5228,2019
994,13/11/2018,31/3/2019,Interim Dividend,16/1/2019,30/1/2019,0.035,Currency,5228,2019
995,7/6/2018,31/3/2018,Final Dividend,3/9/2018,26/9/2018,0.035,Currency,5228,2018
996,16/11/2017,31/3/2018,Interim Dividend,23/1/2018,8/2/2018,0.0325,Currency,5228,2018
997,19/8/2022,31/12/2022,First Interim Dividend,14/9/2022,7/10/2022,0.01,Currency,90,2022
998,18/2/2022,31/12/2021,Second Interim Dividend,30/3/2022,15/4/2022,0.01,Currency,90,2021
999,20/8/2021,31/12/2021,First Interim Dividend,14/9/2021,8/10/2021,0.005,Currency,90,2021
1000,24/2/2021,31/12/2020,Third Interim Dividend,30/3/2021,16/4/2021,0.005,Currency,90,2020
1001,28/8/2020,31/12/2020,Second Interim Dividend,17/9/2020,9/10/2020,0.0025,Currency,90,2020
1002,22/5/2020,31/12/2020,First Interim Dividend,12/6/2020,10/7/2020,0.0025,Currency,90,2020
