,EPS,DPS,NTA,Revenue,P/L,Quarter,Q Date,Financial Year,Announced,ROE,Stock Code,Year
233,-7.04,0.000,0.7139,283.05m,-42.11m,-,2019-12-31,2020-06-30,2020-02-28,-9.9%,7078,2020
234,0.51,0.000,0.7847,260.61m,3.06m,-,2019-09-30,2020-06-30,2019-11-29,0.6%,7078,2020
235,0.78,0.000,0.7811,243.31m,4.65m,2,2019-06-30,2019-12-31,2019-08-30,1.0%,7078,2019
236,0.62,0.000,0.7775,253.28m,3.73m,1,2019-03-31,2019-12-31,2019-05-31,0.8%,7078,2019
237,-0.49,1.000,0.7720,266.66m,-2.92m,4,2018-12-31,2018-12-31,2019-02-28,-0.6%,7078,2018
238,0.59,1.000,0.8901,318.10m,3.15m,3,2018-09-30,2018-12-31,2018-11-30,0.7%,7078,2018
239,1.00,0.000,0.8801,339.70m,5.31m,2,2018-06-30,2018-12-31,2018-08-30,1.1%,7078,2018
240,1.72,0.000,0.8625,304.14m,9.13m,1,2018-03-31,2018-12-31,2018-05-30,2.0%,7078,2018
241,0.26,0.000,0.0800,25.77m,3.83m,3,2022-09-30,2022-12-31,2022-11-29,3.3%,0209,2022
242,0.26,0.000,0.0800,23.25m,3.44m,2,2022-06-30,2022-12-31,2022-08-24,3.3%,0209,2022
243,0.24,0.000,0.0700,23.96m,2.94m,1,2022-03-31,2022-12-31,2022-05-27,3.4%,0209,2022
244,0.31,0.000,0.0600,25.14m,3.85m,4,2021-12-31,2021-12-31,2022-02-25,5.2%,0209,2021
245,0.11,0.000,0.0600,16.80m,1.29m,3,2021-09-30,2021-12-31,2021-11-30,1.8%,0209,2021
246,-0.03,0.000,0.0600,10.59m,-427.00k,2,2021-06-30,2021-12-31,2021-08-24,-0.5%,0209,2021
247,0.00,0.000,0.0700,23.22m,18.00k,1,2021-03-31,2021-12-31,2021-05-27,0.0%,0209,2021
248,0.21,0.000,0.0600,27.18m,2.57m,4,2020-12-31,2020-12-31,2021-02-25,3.5%,0209,2020
249,0.06,0.250,0.0600,9.99m,688.00k,3,2020-09-30,2020-12-31,2020-11-24,1.0%,0209,2020
250,0.13,0.000,0.0600,13.85m,1.54m,2,2020-06-30,2020-12-31,2020-08-19,2.2%,0209,2020
251,0.23,0.000,0.0600,15.94m,2.82m,1,2020-03-31,2020-12-31,2020-05-28,3.8%,0209,2020
252,0.03,0.000,0.0500,21.57m,348.00k,4,2019-12-31,2019-12-31,2020-02-25,0.6%,0209,2019
253,0.15,0.150,0.0500,18.26m,1.72m,3,2019-09-30,2019-12-31,2019-11-26,3.0%,0209,2019
254,0.22,0.000,0.0300,17.22m,2.15m,2,2019-06-30,2019-12-31,2019-08-22,7.3%,0209,2019
255,0.43,0.000,0.0300,20.69m,4.19m,1,2019-03-31,2019-12-31,2019-07-12,14.3%,0209,2019
256,4.83,0.000,8.2700,158.15m,2.94m,2,2022-09-30,2023-03-31,2022-11-29,0.6%,2658,2023
257,-1.39,8.500,8.2200,141.51m,-848.00k,1,2022-06-30,2023-03-31,2022-08-24,-0.2%,2658,2023
258,-28.65,0.000,8.3200,125.37m,-17.42m,4,2022-03-31,2022-03-31,2022-05-26,-3.4%,2658,2022
259,16.87,0.000,8.6100,134.18m,10.26m,3,2021-12-31,2022-03-31,2022-02-28,2.0%,2658,2022
260,14.72,38.250,8.4400,110.07m,8.95m,2,2021-09-30,2022-03-31,2021-11-24,1.7%,2658,2022
261,25.01,0.000,8.6800,115.07m,15.21m,1,2021-06-30,2022-03-31,2021-08-17,2.9%,2658,2022
262,9.52,0.000,8.4200,119.40m,5.79m,4,2021-03-31,2021-03-31,2021-05-24,1.1%,2658,2021
263,19.38,0.000,8.3300,113.00m,11.78m,3,2020-12-31,2021-03-31,2021-02-25,2.3%,2658,2021
264,22.64,49.300,8.1300,115.64m,13.76m,2,2020-09-30,2021-03-31,2020-11-24,2.8%,2658,2021
265,24.76,0.000,8.4000,95.08m,15.06m,1,2020-06-30,2021-03-31,2020-08-17,2.9%,2658,2021
266,26.06,0.000,8.1500,120.82m,15.85m,4,2020-03-31,2020-03-31,2020-06-25,3.2%,2658,2020
267,24.62,0.000,7.9100,118.97m,14.97m,3,2019-12-31,2020-03-31,2020-02-26,3.1%,2658,2020
268,25.20,0.000,7.6600,121.30m,15.32m,2,2019-09-30,2020-03-31,2019-11-27,3.3%,2658,2020
269,22.56,0.000,7.8800,100.60m,13.72m,1,2019-06-30,2020-03-31,2019-08-22,2.9%,2658,2020
270,19.45,47.000,7.6500,119.48m,11.82m,4,2019-03-31,2019-03-31,2019-05-23,2.5%,2658,2019
271,29.70,0.000,7.4600,115.18m,18.06m,3,2018-12-31,2019-03-31,2019-02-26,4.0%,2658,2019
272,25.55,0.000,7.1600,117.84m,15.53m,2,2018-09-30,2019-03-31,2018-11-28,3.6%,2658,2019
273,18.37,0.000,7.3700,95.23m,11.17m,1,2018-06-30,2019-03-31,2018-08-23,2.5%,2658,2019
274,24.16,46.500,7.1900,115.05m,14.69m,4,2018-03-31,2018-03-31,2018-05-24,3.4%,2658,2018
275,28.24,0.000,6.9500,109.39m,17.17m,3,2017-12-31,2018-03-31,2018-02-26,4.1%,2658,2018
276,27.17,0.000,6.6700,115.42m,16.52m,2,2017-09-30,2018-03-31,2017-11-23,4.1%,2658,2018
277,12.96,0.000,7.9400,96.42m,7.88m,1,2017-06-30,2018-03-31,2017-08-24,1.6%,2658,2018
278,2.39,2.000,1.2986,27.42m,17.62m,3,2022-09-30,2022-12-31,2022-11-25,1.8%,5116,2022
279,2.49,2.000,1.2950,27.31m,18.34m,2,2022-06-30,2022-12-31,2022-08-26,1.9%,5116,2022
280,2.58,2.000,1.2921,27.25m,18.96m,1,2022-03-31,2022-12-31,2022-05-30,2.0%,5116,2022
281,3.11,1.800,1.2840,26.97m,22.88m,4,2021-12-31,2021-12-31,2022-02-28,2.4%,5116,2021
282,2.07,2.000,1.2751,28.67m,15.29m,3,2021-09-30,2021-12-31,2021-11-26,1.6%,5116,2021
283,2.44,2.000,1.2757,29.27m,17.93m,2,2021-06-30,2021-12-31,2021-08-26,1.9%,5116,2021
284,2.37,3.450,1.2721,29.16m,17.45m,1,2021-03-31,2021-12-31,2021-05-28,1.9%,5116,2021
285,-3.68,1.300,1.2819,31.25m,-27.13m,4,2020-12-31,2020-12-31,2021-02-19,-2.9%,5116,2020
286,1.85,2.060,1.3166,25.34m,13.63m,3,2020-09-30,2020-12-31,2020-11-26,1.4%,5116,2020
287,1.43,0.000,1.3184,21.16m,10.56m,2,2020-06-30,2020-12-31,2020-08-28,1.1%,5116,2020
288,2.11,2.020,1.3010,28.16m,15.51m,1,2020-03-31,2020-12-31,2020-05-29,1.6%,5116,2020
289,3.92,1.960,1.3024,26.68m,28.85m,4,2019-12-31,2019-12-31,2020-02-25,3.0%,5116,2019
290,2.19,1.860,1.2930,26.72m,16.13m,3,2019-09-30,2019-12-31,2019-11-21,1.7%,5116,2019
291,2.07,1.910,1.2902,26.27m,15.22m,2,2019-06-30,2019-12-31,2019-08-30,1.6%,5116,2019
292,2.17,2.070,1.2887,26.45m,15.96m,1,2019-03-31,2019-12-31,2019-05-29,1.7%,5116,2019
293,6.04,1.930,1.2878,25.90m,44.05m,4,2018-12-31,2018-12-31,2019-02-20,4.7%,5116,2018
294,2.08,1.950,1.2555,25.62m,15.14m,3,2018-09-30,2018-12-31,2018-11-30,1.7%,5116,2018
295,2.12,1.750,1.2542,25.59m,15.45m,2,2018-06-30,2018-12-31,2018-08-29,1.7%,5116,2018
296,2.30,3.950,1.2505,25.55m,16.74m,1,2018-03-31,2018-12-31,2018-05-24,1.8%,5116,2018
297,13.63,0.000,1.5800,255.06m,18.31m,3,2022-09-30,2022-12-31,2022-11-29,8.6%,2674,2022
298,14.77,0.000,1.4700,255.45m,19.84m,2,2022-06-30,2022-12-31,2022-08-26,10.0%,2674,2022
299,15.96,0.000,1.3200,253.28m,21.44m,1,2022-03-31,2022-12-31,2022-05-31,12.1%,2674,2022
300,7.72,2.500,1.1600,183.32m,10.31m,4,2021-12-31,2021-12-31,2022-02-21,6.7%,2674,2021
301,5.12,0.000,1.0800,130.15m,6.88m,3,2021-09-30,2021-12-31,2021-11-30,4.7%,2674,2021
302,5.86,0.000,1.0300,145.71m,7.88m,2,2021-06-30,2021-12-31,2021-08-24,5.7%,2674,2021
303,5.51,0.000,0.9700,139.83m,7.40m,1,2021-03-31,2021-12-31,2021-05-25,5.7%,2674,2021
304,7.50,0.000,0.9200,109.63m,10.07m,4,2020-12-31,2020-12-31,2021-02-23,8.2%,2674,2020
305,-1.59,0.000,0.8400,70.74m,-2.14m,3,2020-09-30,2020-12-31,2020-11-24,-1.9%,2674,2020
306,-3.20,0.000,0.8600,54.54m,-4.30m,2,2020-06-30,2020-12-31,2020-08-25,-3.7%,2674,2020
307,-1.73,0.000,0.8900,81.49m,-2.32m,1,2020-03-31,2020-12-31,2020-06-03,-1.9%,2674,2020
308,0.03,0.000,0.9100,100.28m,-477.00k,4,2019-12-31,2019-12-31,2020-02-26,0.0%,2674,2019
309,0.32,0.000,0.9100,89.57m,435.00k,3,2019-09-30,2019-12-31,2019-11-27,0.4%,2674,2019
310,0.78,0.000,0.9100,90.31m,1.05m,2,2019-06-30,2019-12-31,2019-08-28,0.9%,2674,2019
311,-0.88,0.000,0.9000,92.49m,-1.18m,1,2019-03-31,2019-12-31,2019-05-29,-1.0%,2674,2019
312,2.55,0.000,0.9100,100.76m,3.43m,4,2018-12-31,2018-12-31,2019-02-27,2.8%,2674,2018
313,-0.40,0.000,0.8900,83.05m,-533.00k,3,2018-09-30,2018-12-31,2018-11-27,-0.4%,2674,2018
314,0.27,0.000,0.8900,100.85m,356.00k,2,2018-06-30,2018-12-31,2018-08-28,0.3%,2674,2018
315,0.14,0.000,0.8900,101.04m,188.00k,1,2018-03-31,2018-12-31,2018-05-30,0.2%,2674,2018
316,10.23,12.000,4.1900,480.57m,158.42m,2,2022-09-30,2023-03-31,2022-11-29,2.4%,2488,2023
317,13.70,0.000,4.0900,474.07m,212.16m,1,2022-06-30,2023-03-31,2022-08-30,3.3%,2488,2023
318,6.66,10.200,4.1400,451.54m,103.04m,4,2022-03-31,2022-03-31,2022-05-31,1.6%,2488,2022
319,9.76,0.000,4.1400,480.18m,151.02m,3,2021-12-31,2022-03-31,2022-02-28,2.4%,2488,2022
320,11.16,8.300,4.1600,452.98m,172.74m,2,2021-09-30,2022-03-31,2021-11-26,2.7%,2488,2022
321,9.43,0.000,4.0900,482.96m,146.01m,1,2021-06-30,2022-03-31,2021-08-27,2.3%,2488,2022
322,3.23,5.790,4.0400,445.81m,50.07m,4,2021-03-31,2021-03-31,2021-05-31,0.8%,2488,2021
323,6.50,0.000,4.1600,475.70m,100.46m,3,2020-12-31,2021-03-31,2021-02-26,1.6%,2488,2021
324,6.70,0.000,4.1400,474.45m,103.94m,2,2020-09-30,2021-03-31,2020-11-27,1.6%,2488,2021
325,6.70,0.000,4.0300,421.61m,104.31m,1,2020-06-30,2021-03-31,2020-08-27,1.7%,2488,2021
326,6.30,0.000,3.8700,434.41m,98.06m,4,2020-03-31,2020-03-31,2020-06-25,1.6%,2488,2020
327,8.70,0.000,3.8200,424.32m,134.00m,3,2019-12-31,2020-03-31,2020-02-28,2.3%,2488,2020
328,7.50,6.000,3.8000,429.28m,115.52m,2,2019-09-30,2020-03-31,2019-11-27,2.0%,2488,2020
329,5.00,0.000,3.6900,406.93m,76.69m,1,2019-06-30,2020-03-31,2019-08-27,1.4%,2488,2020
330,7.20,8.200,3.7000,403.44m,111.78m,4,2019-03-31,2019-03-31,2019-05-29,1.9%,2488,2019
331,9.60,0.000,3.6000,418.40m,148.93m,3,2018-12-31,2019-03-31,2019-02-28,2.7%,2488,2019
332,9.10,8.500,3.5900,399.19m,140.52m,2,2018-09-30,2019-03-31,2018-11-29,2.5%,2488,2019
333,8.80,0.000,3.4800,401.07m,136.37m,1,2018-06-30,2019-03-31,2018-08-30,2.5%,2488,2019
334,7.30,6.800,3.5300,403.53m,112.87m,4,2018-03-31,2018-03-31,2018-05-31,2.1%,2488,2018
335,8.00,0.000,3.4400,388.00m,122.55m,3,2017-12-31,2018-03-31,2018-02-26,2.3%,2488,2018
336,8.00,0.000,3.4300,393.88m,122.80m,2,2017-09-30,2018-03-31,2017-11-30,2.3%,2488,2018
337,8.80,0.000,3.3300,386.61m,135.00m,1,2017-06-30,2018-03-31,2017-08-29,2.6%,2488,2018
338,61.02,0.000,24.0600,1.71b,108.56m,3,2022-09-30,2022-12-31,2022-11-23,2.5%,1163,2022
339,36.16,16.000,23.5200,1.65b,96.62m,2,2022-06-30,2022-12-31,2022-08-24,1.5%,1163,2022
340,56.99,0.000,23.6100,1.71b,101.32m,1,2022-03-31,2022-12-31,2022-05-20,2.4%,1163,2022
341,15.37,63.000,23.3500,1.67b,154.67m,4,2021-12-31,2021-12-31,2022-02-22,0.7%,1163,2021
342,64.96,0.000,23.9700,1.58b,115.16m,3,2021-09-30,2021-12-31,2021-11-24,2.7%,1163,2021
343,82.17,0.000,23.4600,1.57b,145.41m,2,2021-06-30,2021-12-31,2021-08-25,3.5%,1163,2021
344,35.74,0.000,22.5700,1.61b,63.26m,1,2021-03-31,2021-12-31,2021-05-19,1.6%,1163,2021
345,14.80,58.000,22.7900,1.53b,144.03m,4,2020-12-31,2020-12-31,2021-02-24,0.6%,1163,2020
346,72.96,0.000,23.3000,1.53b,129.07m,3,2020-09-30,2020-12-31,2020-11-26,3.1%,1163,2020
347,94.82,0.000,22.4200,1.40b,167.73m,2,2020-06-30,2020-12-31,2020-08-27,4.2%,1163,2020
348,44.94,0.000,21.1400,1.48b,79.50m,1,2020-03-31,2020-12-31,2020-06-16,2.1%,1163,2020
349,0.57,65.000,20.7700,1.41b,133.08m,4,2019-12-31,2019-12-31,2020-02-27,0.0%,1163,2019
350,80.83,0.000,21.4400,1.42b,142.81m,3,2019-09-30,2019-12-31,2019-11-27,3.8%,1163,2019
351,66.57,0.000,20.5300,1.37b,117.67m,2,2019-06-30,2019-12-31,2019-08-22,3.2%,1163,2019
352,55.97,0.000,19.7200,1.34b,98.92m,1,2019-03-31,2019-12-31,2019-05-23,2.8%,1163,2019
353,10.69,40.000,19.0300,1.30b,100.04m,4,2018-12-31,2018-12-31,2019-02-21,0.6%,1163,2018
354,56.54,0.000,19.3300,1.30b,99.88m,3,2018-09-30,2018-12-31,2018-11-22,2.9%,1163,2018
355,51.37,0.000,18.6700,1.31b,89.87m,2,2018-06-30,2018-12-31,2018-08-20,2.8%,1163,2018
356,49.79,0.000,18.3500,1.27b,87.23m,1,2018-03-31,2018-12-31,2018-05-28,2.7%,1163,2018
357,1.93,0.000,0.2600,4.49m,1.93m,2,2022-06-30,2022-06-30,2022-08-26,7.4%,03051,2022
358,0.72,0.620,0.2600,1.58m,724.00k,1,2021-12-31,2022-06-30,2022-02-23,2.8%,03051,2022
359,0.84,0.500,1.0192,17.78m,4.87m,3,2022-09-30,2022-12-31,2022-11-25,0.8%,5269,2022
360,0.77,0.500,1.0158,17.57m,4.48m,2,2022-06-30,2022-12-31,2022-08-26,0.8%,5269,2022
361,0.78,1.800,1.0081,16.89m,4.50m,1,2022-03-31,2022-12-31,2022-05-30,0.8%,5269,2022
362,-1.70,0.000,1.0183,17.41m,-9.84m,4,2021-12-31,2021-12-31,2022-02-28,-1.7%,5269,2021
363,0.82,0.500,1.0403,17.58m,4.77m,3,2021-09-30,2021-12-31,2021-11-26,0.8%,5269,2021
364,0.52,0.000,1.0320,17.82m,3.03m,2,2021-06-30,2021-12-31,2021-08-26,0.5%,5269,2021
365,0.90,1.220,1.0268,18.73m,5.24m,1,2021-03-31,2021-12-31,2021-05-28,0.9%,5269,2021
366,-4.97,0.000,1.0300,19.92m,-28.84m,4,2020-12-31,2020-12-31,2021-02-19,-4.8%,5269,2020
367,0.95,0.000,1.0797,17.69m,5.53m,3,2020-09-30,2020-12-31,2020-11-26,0.9%,5269,2020
368,0.51,0.000,1.0702,15.76m,2.96m,2,2020-06-30,2020-12-31,2020-08-28,0.5%,5269,2020
369,1.18,2.270,1.0651,21.43m,6.82m,1,2020-03-31,2020-12-31,2020-05-29,1.1%,5269,2020
370,1.86,1.070,1.0760,24.11m,10.77m,4,2019-12-31,2019-12-31,2020-02-25,1.7%,5269,2019
371,1.37,1.090,1.0681,23.69m,7.95m,3,2019-09-30,2019-12-31,2019-11-21,1.3%,5269,2019
372,1.44,1.180,1.0653,23.93m,8.36m,2,2019-06-30,2019-12-31,2019-08-30,1.4%,5269,2019
373,1.56,2.350,1.0627,23.19m,9.07m,1,2019-03-31,2019-12-31,2019-05-29,1.5%,5269,2019
374,2.80,1.000,1.0706,23.60m,16.26m,4,2018-12-31,2018-12-31,2019-02-20,2.6%,5269,2018
375,1.44,1.000,1.0525,20.06m,8.34m,3,2018-09-30,2018-12-31,2018-11-30,1.4%,5269,2018
376,1.32,1.000,1.0482,19.51m,7.68m,2,2018-06-30,2018-12-31,2018-08-29,1.3%,5269,2018
377,1.38,3.150,1.0449,18.98m,8.03m,1,2018-03-31,2018-12-31,2018-05-24,1.3%,5269,2018
378,0.88,0.000,1.3057,19.15m,5.07m,3,2022-09-30,2022-12-31,2022-11-25,0.7%,5127,2022
379,1.07,0.000,1.2969,19.50m,6.15m,2,2022-06-30,2022-12-31,2022-08-25,0.8%,5127,2022
380,0.75,0.000,1.3083,18.80m,4.33m,1,2022-03-31,2022-12-31,2022-05-27,0.6%,5127,2022
381,0.62,0.000,1.3007,21.26m,4.53m,4,2021-12-31,2021-12-31,2022-02-18,0.5%,5127,2021
382,1.71,0.000,1.3209,22.31m,9.80m,3,2021-09-30,2021-12-31,2021-11-29,1.3%,5127,2021
383,1.42,0.000,1.3038,21.31m,8.14m,2,2021-06-30,2021-12-31,2021-08-23,1.1%,5127,2021
384,1.56,0.000,1.3185,21.37m,8.94m,1,2021-03-31,2021-12-31,2021-05-28,1.2%,5127,2021
385,0.61,2.200,1.3400,22.57m,-34.61m,4,2020-12-31,2020-12-31,2021-02-25,0.5%,5127,2020
386,1.57,0.000,1.3547,22.55m,9.02m,3,2020-09-30,2020-12-31,2020-11-27,1.2%,5127,2020
387,0.80,2.200,1.3219,18.29m,4.56m,2,2020-06-30,2020-12-31,2020-08-21,0.6%,5127,2020
388,1.52,0.000,1.3384,22.55m,8.70m,1,2020-03-31,2020-12-31,2020-06-23,1.1%,5127,2020
389,1.46,1.700,1.3378,23.88m,8.35m,4,2019-12-31,2019-12-31,2020-02-10,1.1%,5127,2019
390,1.59,1.500,1.3402,24.05m,9.13m,3,2019-09-30,2019-12-31,2019-11-25,1.2%,5127,2019
391,1.55,1.500,1.3393,24.15m,8.91m,2,2019-06-30,2019-12-31,2019-08-30,1.2%,5127,2019
392,1.59,1.500,1.3490,23.80m,9.10m,1,2019-03-31,2019-12-31,2019-05-24,1.2%,5127,2019
393,-2.63,1.450,1.3379,27.93m,-15.09m,4,2018-12-31,2018-12-31,2019-02-14,-2.0%,5127,2018
394,1.51,1.350,1.3787,24.42m,8.67m,3,2018-09-30,2018-12-31,2018-11-29,1.1%,5127,2018
395,13.87,1.940,1.3771,23.54m,79.50m,2,2018-06-30,2018-12-31,2018-08-30,10.1%,5127,2018
396,13.14,1.350,1.3750,21.95m,75.32m,1,2018-03-31,2018-12-31,2018-05-30,9.6%,5127,2018
397,7.15,1.000,1.1900,147.47m,45.81m,2,2022-09-30,2023-03-31,2022-11-29,6.0%,5293,2023
398,0.95,0.000,1.1100,136.90m,6.09m,1,2022-06-30,2023-03-31,2022-08-26,0.9%,5293,2023
399,3.26,2.500,1.1000,139.73m,20.88m,4,2022-03-31,2022-03-31,2022-05-26,3.0%,5293,2022
400,1.67,0.000,1.0700,95.59m,10.71m,3,2021-12-31,2022-03-31,2022-02-24,1.6%,5293,2022
401,1.52,0.000,1.0500,86.33m,9.76m,2,2021-09-30,2022-03-31,2021-11-25,1.4%,5293,2022
402,1.69,0.000,1.6000,76.75m,7.21m,1,2021-06-30,2022-03-31,2021-08-26,1.1%,5293,2022
403,5.33,4.000,1.5800,163.32m,22.76m,4,2021-03-31,2021-03-31,2021-05-27,3.4%,5293,2021
404,3.55,0.000,1.5300,121.68m,15.14m,3,2020-12-31,2021-03-31,2021-02-25,2.3%,5293,2021
405,2.67,0.000,1.4900,120.89m,11.39m,2,2020-09-30,2021-03-31,2020-11-25,1.8%,5293,2021
406,1.25,0.000,1.5000,54.72m,5.32m,1,2020-06-30,2021-03-31,2020-08-26,0.8%,5293,2021
407,3.46,3.000,1.4800,98.09m,14.80m,4,2020-03-31,2020-03-31,2020-06-25,2.3%,5293,2020
408,3.57,0.000,1.4500,106.09m,14.83m,3,2019-12-31,2020-03-31,2020-02-26,2.5%,5293,2020
409,6.14,0.000,1.4500,81.81m,20.98m,2,2019-09-30,2020-03-31,2019-11-27,4.2%,5293,2020
410,3.85,0.000,1.3900,94.36m,13.14m,1,2019-06-30,2020-03-31,2019-10-08,2.8%,5293,2020
411,0.18,1.140,1.1711,26.67m,1.21m,2,2022-09-30,2023-03-31,2022-11-18,0.2%,5120,2023
412,0.60,0.000,1.1694,25.30m,4.16m,1,2022-06-30,2023-03-31,2022-08-22,0.5%,5120,2023
413,-1.22,1.930,1.1826,24.50m,-8.38m,4,2022-03-31,2022-03-31,2022-04-26,-1.0%,5120,2022
414,0.84,0.000,1.1948,25.75m,5.72m,3,2021-12-31,2022-03-31,2022-02-21,0.7%,5120,2022
415,0.45,1.090,1.1974,23.67m,3.13m,2,2021-09-30,2022-03-31,2021-11-24,0.4%,5120,2022
416,0.71,0.000,1.1928,25.74m,4.87m,1,2021-06-30,2022-03-31,2021-08-23,0.6%,5120,2022
417,-2.18,1.420,1.1999,24.56m,-14.91m,4,2021-03-31,2021-03-31,2021-04-20,-1.8%,5120,2021
418,1.02,0.000,1.2216,27.40m,7.02m,3,2020-12-31,2021-03-31,2021-02-22,0.8%,5120,2021
419,0.95,1.400,1.2254,28.43m,6.52m,2,2020-09-30,2021-03-31,2020-11-20,0.8%,5120,2021
420,0.59,0.000,1.2159,26.92m,4.09m,1,2020-06-30,2021-03-31,2020-08-24,0.5%,5120,2021
421,0.58,1.490,1.2249,33.43m,4.00m,4,2020-03-31,2020-03-31,2020-05-18,0.5%,5120,2020
422,0.92,0.000,1.2190,29.00m,6.35m,3,2019-12-31,2020-03-31,2020-02-24,0.8%,5120,2020
423,0.96,1.860,1.2284,29.12m,6.59m,2,2019-09-30,2020-03-31,2019-11-15,0.8%,5120,2020
424,0.96,0.000,1.2188,29.14m,6.65m,1,2019-06-30,2020-03-31,2019-08-16,0.8%,5120,2020
425,0.18,2.130,1.2304,29.27m,1.25m,4,2019-03-31,2019-03-31,2019-04-19,0.1%,5120,2019
426,0.98,0.000,1.2286,29.64m,6.67m,3,2018-12-31,2019-03-31,2019-02-11,0.8%,5120,2019
427,1.08,1.870,1.2375,29.08m,7.40m,2,2018-09-30,2019-03-31,2018-11-15,0.9%,5120,2019
428,1.01,0.000,1.2268,28.60m,6.97m,1,2018-06-30,2019-03-31,2018-08-16,0.8%,5120,2019
429,-1.71,2.080,1.2374,28.84m,-11.77m,4,2018-03-31,2018-03-31,2018-04-20,-1.4%,5120,2018
430,1.34,0.000,1.2546,29.46m,9.19m,3,2017-12-31,2018-03-31,2018-02-22,1.1%,5120,2018
431,1.10,2.120,1.2624,27.75m,7.52m,2,2017-09-30,2018-03-31,2017-11-21,0.9%,5120,2018
432,0.93,0.000,1.2514,28.05m,6.39m,1,2017-06-30,2018-03-31,2017-08-17,0.7%,5120,2018
433,1.09,0.000,16.9900,36.74m,2.93m,1,2022-09-30,2023-03-31,2022-11-25,0.1%,03011,2023
434,2.16,0.000,15.8900,41.40m,5.79m,2,2022-03-31,2022-03-31,2022-05-27,0.1%,03011,2022
435,2.43,0.200,0.1373,44.04m,6.53m,1,2021-09-30,2022-03-31,2021-11-25,17.7%,03011,2022
436,0.95,0.000,0.1150,33.93m,2.55m,2,2021-03-31,2021-03-31,2021-05-25,8.3%,03011,2021
437,0.31,0.000,0.1024,25.15m,828.00k,1,2020-09-30,2021-03-31,2020-11-24,3.0%,03011,2021
438,0.00,0.000,9.9300,18.75m,,2,2020-03-31,2020-03-31,2020-06-26,0.0%,03011,2020
439,-0.86,0.000,9.9300,17.26m,-2.30m,1,2019-09-30,2020-03-31,2019-11-25,-0.1%,03011,2020
440,0.11,0.000,10.7900,18.48m,293.00k,2,2019-03-31,2019-03-31,2019-05-28,0.0%,03011,2019
441,-0.01,0.000,10.6800,20.55m,-38.00k,1,2018-09-30,2019-03-31,2018-11-29,0.0%,03011,2019
442,13.15,6.000,5.2100,1.18b,435.40m,2,2022-09-30,2023-03-31,2022-11-30,2.5%,1015,2023
443,12.66,0.000,5.1400,1.16b,419.20m,1,2022-06-30,2023-03-31,2022-08-17,2.5%,1015,2023
444,11.83,5.000,5.0600,1.12b,391.75m,4,2022-03-31,2022-03-31,2022-05-31,2.3%,1015,2022
445,12.18,0.000,4.9700,1.18b,403.29m,3,2021-12-31,2022-03-31,2022-02-25,2.5%,1015,2022
446,9.69,0.000,4.8700,1.12b,321.04m,2,2021-09-30,2022-03-31,2021-11-26,2.0%,1015,2022
447,11.86,0.000,4.8100,2.10b,386.60m,1,2021-06-30,2022-03-31,2021-08-30,2.5%,1015,2022
448,-156.00,0.000,4.8700,1.97b,-4.69b,4,2021-03-31,2021-03-31,2021-05-31,-32.0%,1015,2021
449,8.77,0.000,6.5000,2.09b,263.83m,3,2020-12-31,2021-03-31,2021-03-01,1.3%,1015,2021
450,7.89,0.000,6.4200,2.14b,237.32m,2,2020-09-30,2021-03-31,2020-11-30,1.2%,1015,2021
451,12.14,0.000,6.3800,2.21b,365.17m,1,2020-06-30,2021-03-31,2020-08-26,1.9%,1015,2021
452,8.23,7.300,6.1800,2.21b,247.54m,4,2020-03-31,2020-03-31,2020-06-29,1.3%,1015,2020
453,12.71,0.000,6.0800,2.37b,382.15m,3,2019-12-31,2020-03-31,2020-02-27,2.1%,1015,2020
454,10.62,6.000,6.0200,2.35b,319.57m,2,2019-09-30,2020-03-31,2019-11-29,1.8%,1015,2020
455,13.01,0.000,6.0300,2.39b,391.46m,1,2019-06-30,2020-03-31,2019-08-22,2.2%,1015,2020
456,15.28,15.000,5.8700,2.33b,459.67m,4,2019-03-31,2019-03-31,2019-05-28,2.6%,1015,2019
457,11.63,0.000,5.7100,2.30b,349.88m,3,2018-12-31,2019-03-31,2019-02-21,2.0%,1015,2019
458,11.57,5.000,5.6300,2.31b,348.15m,2,2018-09-30,2019-03-31,2018-11-22,2.1%,1015,2019
459,11.56,0.000,5.6000,2.17b,347.59m,1,2018-06-30,2019-03-31,2018-08-21,2.1%,1015,2019
460,8.43,10.000,5.4800,2.21b,253.41m,4,2018-03-31,2018-03-31,2018-05-31,1.5%,1015,2018
461,7.28,0.000,5.4100,2.16b,218.98m,3,2017-12-31,2018-03-31,2018-02-28,1.3%,1015,2018
462,11.02,5.000,5.4000,2.13b,331.47m,2,2017-09-30,2018-03-31,2017-11-28,2.0%,1015,2018
463,10.92,0.000,5.4200,2.08b,328.27m,1,2017-06-30,2018-03-31,2017-08-24,2.0%,1015,2018
464,11.41,5.000,1.4500,371.79m,18.75m,3,2022-09-30,2022-12-31,2022-11-16,7.9%,6351,2022
465,9.11,5.000,1.3900,354.62m,14.98m,2,2022-06-30,2022-12-31,2022-08-24,6.6%,6351,2022
466,12.27,5.000,1.3500,391.23m,20.17m,1,2022-03-31,2022-12-31,2022-05-25,9.1%,6351,2022
467,0.52,9.000,1.3100,392.41m,852.00k,4,2021-12-31,2021-12-31,2022-02-23,0.4%,6351,2021
